latitude,longitude,stateName,countyName,height_above_gnd,elev_ft,hwm_id,hwm_environment
35.499912,-77.0242208,NC,Beaufort County,4.62,8.02,33542,Riverine
35.078518,-77.10573,NC,Craven County,3.25,10.38,33543,Riverine
35.312007,-77.798608,NC,Lenoir County,0.5,100.26,33544,Riverine
35.063175,-78.888732,NC,Cumberland County,3.27,95.9,33546,Riverine
35.406473,-78.814966,NC,Harnett County,2.1,125.5,33548,Riverine
35.314178,-78.692012,NC,Harnett County,1.36,104.96,33550,Riverine
35.3111989,-78.6944146,NC,Harnett County,2.2,104.94,33552,Riverine
35.45555,-77.668894,NC,Greene County,1.96,41.52,33553,Riverine
35.541333,-76.624111,NC,Beaufort County,1.85,5.65,33554,Riverine
35.425591,-77.582988,NC,Greene County,0.44,32.88,33555,Riverine
35.3122,-77.79973,NC,Lenoir County,0.5,99.55,33556,Riverine
35.53746,-76.62175,NC,Beaufort County,0.92,5.75,33557,Riverine
35.056989,-76.955104,NC,Craven County,3.45,9.6,33558,Riverine
35.4385485,-76.9721065,NC,Beaufort County,3.13,7.66,33559,Riverine
34.992279,-76.759294,NC,Pamlico County,0.47,9.36,33560,Riverine
34.716,-79.864,SC,Marlboro County,1.65,103.51,33561,Riverine
34.716,-79.864,SC,Marlboro County,1.1,103.51,33562,Riverine
35.005106,-76.864135,NC,Pamlico County,4.25,9.91,33563,Riverine
35.4320183,-76.9679031,NC,Beaufort County,3.79,7.32,33564,Riverine
34.722,-79.861,SC,Marlboro County,1.55,103.4,33565,Riverine
34.70899,-79.90012,SC,Chesterfield County,3.05,103.04,33566,Riverine
34.705,-79.896,SC,Chesterfield County,1.8,109.9,33567,Riverine
34.70613,-79.89565,SC,Chesterfield County,2.73,105.24,33570,Riverine
34.3119147,-78.1140804,NC,Brunswick County,0.25,18.13,33571,Riverine
34.695,-79.904,SC,Chesterfield County,1,154,33572,Riverine
35.322181,-77.833649,NC,Wayne County,0.25,102.27,33573,Riverine
34.70872,-79.89529,SC,Chesterfield County,1.81,103.01,33574,Riverine
34.70784,-79.89471,SC,Chesterfield County,2.75,104.98,33575,Riverine
34.703,-79.947,SC,Chesterfield County,0,184.16,33576,Riverine
35.297523,-77.798919,NC,Lenoir County,0,92.6,33577,Riverine
34.70434,-79.89574,SC,Chesterfield County,1.69,108.79,33578,Riverine
35.299021,-77.7964,NC,Lenoir County,1,92.81,33579,Riverine
35.3446208,-76.6640893,NC,Beaufort County,3.11,7.42,33580,Riverine
35.3329155291,-76.6273598103,NC,Beaufort County,2.73,6.41,33582,Riverine
35.37039,-77.4387,NC,Pitt County,0,22.2,33583,Riverine
35.5122467,-78.3501356,NC,Johnston County,2.3,117.38,33584,Riverine
34.3,-79.83556,SC,Darlington County,4.28,95.45,33585,Riverine
35.515411,-78.348437,NC,Johnston County,4.4,117.78,33588,Riverine
35.14482,-76.64156,NC,Pamlico County,3.1,7.25,33589,Coastal
35.200579,-76.65057,NC,Pamlico County,0.78,7.31,33590,Coastal
35.088215,-76.60257,NC,Pamlico County,0.7,6.81,33591,Coastal
34.834678,-78.824813,NC,Bladen County,0.46,66.82,33592,Riverine
34.75423,-78.78013,NC,Bladen County,3.14,61.48,33593,Riverine
34.65704,-78.67649,NC,Bladen County,2.2,52.88,33594,Riverine
34.63134,-78.60496,NC,Bladen County,0.82,49.31,33595,Riverine
34.65162,-78.6095,NC,Bladen County,2.68,49.78,33597,Riverine
34.66933,-78.642244,NC,Bladen County,2.68,52.36,33598,Riverine
34.73849,-78.74883,NC,Bladen County,3.92,59.6,33599,Riverine
35.065752,-76.967279,NC,Craven County,6.19,10.05,33600,Coastal
35.32172,-77.83219,NC,Wayne County,0.25,105.05,33601,Riverine
34.386,-80.063,SC,Darlington County,3,164.34,33603,Riverine
34.797048,-76.456466,NC,Carteret County,1.2,5.32,33604,Coastal
35.14794,-77.1088,NC,Craven County,1.02,24.07,33605,Riverine
34.392,-80.03,SC,Darlington County,2.9,153.9,33606,Riverine
34.38851,-80.06368,SC,Darlington County,2.15,165.22,33608,Riverine
35.243029,-77.57918,NC,Lenoir County,0,33.99,33609,Riverine
34.38547,-80.06412,SC,Darlington County,0.35,165.25,33610,Riverine
34.696829,-76.780765,NC,Carteret County,0,9.8,33611,Coastal
34.3286909,-78.2187818,NC,Columbus County,3.75,24.2,33612,Riverine
35.115731,-77.018293,NC,Craven County,0,10.2,33615,Coastal
34.944288,-76.903476,NC,Craven County,0,10.45,33616,Coastal
34.789544,-76.606831,NC,Carteret County,0,7.06,33618,Coastal
34.722456,-76.575262,NC,Carteret County,0,4.34,33619,Coastal
34.70964,-76.631914,NC,Carteret County,0,5.29,33620,Coastal
34.717491,-76.670984,NC,Carteret County,0.001,5.16,33622,Coastal
34.703854,-76.781326,NC,Carteret County,0,4.74,33623,Coastal
34.660431,-77.034415,NC,Carteret County,0,9.19,33624,Coastal
34.887621,-76.930228,NC,Craven County,0.4,11.58,33627,Riverine
34.2885118,-78.4709423,NC,Columbus County,1.75,46.04,33628,Riverine
34.2998141,-78.4826394,NC,Columbus County,1.6,45.88,33629,Riverine
34.3112922,-78.5473638,NC,Columbus County,1.38,45.01,33630,Riverine
35.424722,-77.593056,NC,Greene County,0.95,33.79,33631,Riverine
35.36354,-77.42882,NC,Pitt County,0,21.57,33632,Riverine
35.26036,-77.61596,NC,Lenoir County,0.81,36.79,33633,Riverine
35.255376,-77.603323,NC,Lenoir County,1.75,37.37,33634,Riverine
35.25859,-77.59203,NC,Lenoir County,0,35.41,33636,Riverine
35.245066,-77.586589,NC,Lenoir County,0.58,34.74,33637,Riverine
35.253808,-77.567448,NC,Lenoir County,0,31.36,33638,Riverine
34.4053,-79.3403,SC,Dillon County,1.49,92.64,33639,Riverine
34.9134491,-78.55332724,NC,Cumberland County,5.85,84.76,33640,Riverine
34.915926,-78.5514807,NC,Sampson County,2.92,84.82,33641,Riverine
34.7268787,-77.9918468,NC,Duplin County,1.59,36.13,33642,Riverine
34.7099648,-77.9864281,NC,Pender County,2.98,35.95,33643,Riverine
34.724859,-77.973495,NC,Duplin County,4.99,35.5,33644,Riverine
34.48783,-79.39414,SC,Dillon County,0.66,105.15,33646,Riverine
34.57632,-77.396097,NC,Onslow County,0,5.15,33647,Coastal
34.502881,-77.396644,NC,Onslow County,0,7.28,33648,Coastal
35.2999,-77.3405,NC,Craven County,1,36.8,33650,Riverine
35.15254,-77.04691,NC,Craven County,0.78,11.01,33651,Riverine
35.14915,-77.04272,NC,Craven County,0.87,12.82,33652,Riverine
35.1516,-77.05141,NC,Craven County,3.04,10.35,33654,Riverine
35.158513,-77.070126,NC,Craven County,3.21,9.77,33656,Riverine
35.448756,-76.609707,NC,Beaufort County,2.321,5.78,33657,Riverine
35.121212,-77.022047,NC,Craven County,2.6,10.24,33661,Riverine
34.261452,-78.5238234,NC,Columbus County,1.63,44.92,33664,Riverine
34.40472,-79.33444,SC,Dillon County,2.4,93.26,33665,Riverine
34.2753407,-78.5374571,NC,Columbus County,1.1,45.18,33666,Riverine
34.474167,-79.378889,SC,Dillon County,7.725,107.05,33667,Riverine
34.275116,-78.5381534,NC,Columbus County,1.57,45.03,33668,Riverine
34.69082,-77.11993,NC,Onslow County,0,5.98,33670,Coastal
34.2917259,-78.5499193,NC,Columbus County,1.22,45.16,33671,Riverine
34.696856,-77.117066,NC,Onslow County,0,9.29,33672,Coastal
34.708201,-77.113566,NC,Onslow County,0,6.08,33673,Coastal
35.136474,-77.028118,NC,Craven County,1.5,10.05,33674,Riverine
34.68535,-77.12341,NC,Onslow County,0,6.49,33675,Coastal
34.3201145,-78.5917296,NC,Columbus County,3.4,53.03,33676,Riverine
34.3205933,-78.7012116,NC,Columbus County,3.83,59,33679,Riverine
35.232744,-77.141914,NC,Craven County,0.54,8.92,33680,Riverine
34.233611,-79.1475,SC,Marion County,2.28,56.47,33681,Riverine
34.3141174,-78.708181,NC,Columbus County,2.43,60.42,33682,Riverine
34.234797,-79.150886,SC,Marion County,2.69,56.64,33683,Riverine
35.133012,-77.069771,NC,Craven County,4.5,9.44,33684,Riverine
34.236166,-79.151271,SC,Marion County,3.17,56.82,33685,Riverine
34.227779,-79.153377,SC,Marion County,2.28,56.05,33686,Riverine
34.750385,-77.434878,NC,Onslow County,4.96,7.56,33687,Riverine
34.7421,-77.432723,NC,Onslow County,1.72,6.48,33688,Riverine
34.76207,-77.427047,NC,Onslow County,1.32,8.42,33689,Riverine
34.9023408,-77.5346059,NC,Onslow County,1.85,33.47,33690,Riverine
35.124685,-77.051978,NC,Craven County,4.5,10.48,33691,Riverine
35.047994,-78.859588,NC,Cumberland County,2.73,81.55,33693,Riverine
34.82076,-79.17916,NC,Robeson County,1.39,181.1,33695,Riverine
34.76581,-79.33315,NC,Robeson County,5.25,187.13,33696,Riverine
34.71847,-79.30569,NC,Robeson County,1.44,174.54,33697,Riverine
34.735524,-77.354216,NC,Onslow County,0,6.96,33699,Riverine
34.919778,-76.912317,NC,Craven County,0,9.72,33701,Riverine
34.8432608,-77.5010823,NC,Onslow County,5.15,20.68,33702,Riverine
35.24464,-76.560641,NC,Pamlico County,3.9,6.36,33703,Coastal
34.114009,-77.924904,NC,New Hanover County,0,5.65,33704,Coastal
34.37194,-79.35889,SC,Dillon County,0.86,89.03,33705,Riverine
34.21777,-77.81164,NC,New Hanover County,0,7.04,33706,Coastal
34.772862,-79.3337624,NC,Scotland County,4.4,189.418,33707,Riverine
34.34944,-79.16556,SC,Dillon County,0.64,76.24,33708,Riverine
34.645653,-77.188103,NC,Onslow County,1.4,20.49,33709,Coastal
34.25028,-79.14722,SC,Marion County,1.38,57.47,33710,Riverine
34.348333,-79.349444,SC,Dillon County,1.51,86.41,33712,Riverine
35.0641902,-77.3529966,NC,Jones County,2.58,29.79,33714,Riverine
34.24167,-79.14861,SC,Marion County,2.95,57,33715,Riverine
35.05441,-78.87916,NC,Cumberland County,3.39,85.56,33717,Riverine
34.649,-79.886,SC,Chesterfield County,3.19,99.56,33718,Riverine
35.012996,-78.829144,NC,Cumberland County,4.65,85.88,33719,Riverine
34.81744,-79.42359,NC,Scotland County,2.03,193.88,33720,Riverine
34.77937,-79.46189,NC,Scotland County,0.28,212.42,33721,Riverine
34.531,-79.83,SC,Marlboro County,2.91,84.97,33722,Riverine
34.67929,-79.23817,NC,Robeson County,2.6,161.01,33724,Riverine
34.69441,-79.25693,NC,Robeson County,1.31,165.24,33726,Riverine
35.0669495,-77.3567718,NC,Jones County,4.48,30.34,33727,Riverine
34.659906,-79.210949,NC,Robeson County,0.96,153.62,33728,Riverine
34.62417,-79.0457,NC,Robeson County,2.24,120.77,33729,Riverine
34.675,-77.13583,NC,Onslow County,0,8.55,33730,Coastal
34.62148,-79.05506,NC,Robeson County,0.58,122.37,33731,Riverine
34.60697,-79.09983,NC,Robeson County,3.69,129.62,33732,Riverine
34.683497,-77.129182,NC,Onslow County,0,6.51,33733,Coastal
34.737598,-77.232462,NC,Onslow County,5.24,19.77,33734,Riverine
34.554,-79.856,SC,Chesterfield County,3.58,87.75,33735,Riverine
34.71533,-77.2246,NC,Onslow County,2.39,7.05,33736,Riverine
34.656424,-77.160644,NC,Onslow County,0,6.56,33737,Coastal
34.71533,-77.2246,NC,Onslow County,2.95,7.24,33738,Riverine
34.70232,-77.19338,NC,Onslow County,1.53,7.4,33739,Coastal
34.70232,-77.19338,NC,Onslow County,1.66,7.29,33741,Coastal
34.71218,-77.2223,NC,Onslow County,2.25,6.19,33742,Riverine
34.71218,-77.2223,NC,Onslow County,2.37,6.16,33743,Riverine
34.7716295,-79.3344678,NC,Scotland County,4.69,188.565,33744,Riverine
34.229,-79.1412,SC,Marion County,2.35,56.52,33745,Riverine
34.51354,-79.86315,SC,Darlington County,4.15,91.34,33746,Riverine
34.2267,-79.1417,SC,Marion County,2.89,54.6,33747,Riverine
34.22722,-79.14667,SC,Marion County,2.38,55.87,33748,Riverine
34.51279,-79.86391,SC,Darlington County,4.66,91.73,33749,Riverine
34.53507,-79.73169,SC,Marlboro County,1.69,80.53,33750,Riverine
34.2238095,-80.2166715,SC,Lee County,1.61,166.61,33751,Riverine
34.2238095,-80.2166715,SC,Lee County,3.51,166.65,33752,Riverine
34.2238095,-80.2166715,SC,Lee County,1.6,166.59,33753,Riverine
34.1953021,-80.1827056,SC,Lee County,2.84,160.19,33754,Riverine
34.770414,-79.447674,NC,Scotland County,2.3,197.43,33755,Riverine
34.613544,-79.074945,NC,Robeson County,1.19,126.57,33756,Riverine
34.62057,-79.06226,NC,Robeson County,5.28,126,33757,Riverine
34.62755,-79.05866,NC,Robeson County,5.45,125.67,33758,Riverine
34.63266,-79.05537,NC,Robeson County,3.16,125.73,33759,Riverine
34.62176,-79.08915,NC,Robeson County,3.58,127.1,33760,Riverine
34.62719,-79.16663,NC,Robeson County,0.96,142.04,33761,Riverine
34.62,-79.04447,NC,Robeson County,2.32,119.52,33762,Riverine
34.62828,-79.02746,NC,Robeson County,1.08,116.02,33763,Riverine
34.62132,-79.01479,NC,Robeson County,1.46,115.8,33764,Riverine
34.6144,-79.01585,NC,Robeson County,1.14,115.61,33765,Riverine
35.1441913,-76.763214,NC,Pamlico County,5.92,8.44,33766,Riverine
35.0081542,-77.218457,NC,Jones County,6.55,20.13,33767,Riverine
34.74831,-77.32991,NC,Onslow County,6.36,13.46,33769,Riverine
33.922393,-78.673536,SC,Horry County,1.02,25.74,33770,Riverine
34.74831,-77.32991,NC,Onslow County,4.83,13.38,33771,Riverine
35.0076253,-77.224158,NC,Jones County,5.93,20.85,33772,Riverine
34.8887075,-77.2359155,NC,Onslow County,2.81,23.57,33773,Riverine
34.820031,-77.456793,NC,Onslow County,1.77,16.49,33775,Riverine
33.906054,-78.697107,SC,Horry County,2.37,24.9,33776,Riverine
34.822384,-77.4579383,NC,Onslow County,4.07,16.42,33777,Riverine
35.218721,-77.14855,NC,Craven County,0.4,8.53,33778,Riverine
34.909945,-77.838303,NC,Duplin County,8.32,50.94,33779,Riverine
34.9070534,-77.8379688,NC,Duplin County,5.75,50.61,33780,Riverine
34.904681,-77.850691,NC,Duplin County,7.44,50.55,33781,Riverine
34.647621,-79.012246,NC,Robeson County,3.15,126.12,33782,Riverine
33.902806,-78.702415,SC,Horry County,1.51,23.61,33783,Riverine
33.879266,-78.720758,SC,Horry County,2.1,23.11,33790,Riverine
34.8342,-77.580073,NC,Onslow County,0.8,83.9,33791,Riverine
33.866409,-78.733248,SC,Horry County,1.4,23.22,33792,Riverine
33.875864,-78.756639,SC,Horry County,2,22.66,33794,Riverine
33.9829398,-79.891924,SC,Florence County,0.64,97.2,33795,Riverine
34.64216,-79.00588,NC,Robeson County,2.58,126.57,33796,Riverine
34.65506,-79.00233,NC,Robeson County,2.87,126.47,33797,Riverine
34.65608,-79.01202,NC,Robeson County,4.15,125.35,33799,Riverine
33.9829398,-79.891924,SC,Florence County,0.76,97.76,33800,Riverine
34.8305441,-77.819702,NC,Duplin County,3.92,42.34,33801,Riverine
34.821617,-77.84063,NC,Duplin County,6.53,41.16,33802,Riverine
34.97974,-79.85744,NC,Richmond County,3.87,150.62,33803,Riverine
34.8339217,-77.8274505,NC,Duplin County,7.02,42.16,33804,Riverine
35.067472,-77.590084,NC,Jones County,4.3,66.23,33805,Riverine
35.126205,-77.583649,NC,Lenoir County,3.5,76.21,33807,Riverine
34.0343998,-79.7903675,SC,Florence County,2.95,77.32,33808,Riverine
33.869444,-78.774146,SC,Horry County,1.95,22.17,33809,Riverine
34.60551,-78.99339,NC,Robeson County,2.25,114.28,33810,Riverine
33.97511,-79.6817598,SC,Florence County,0.77,60.08,33812,Riverine
34.61713,-79.00954,NC,Robeson County,1.83,118.71,33813,Riverine
33.97511,-79.6817598,SC,Florence County,0.55,60.47,33814,Riverine
34.61025,-79.00188,NC,Robeson County,2.26,115.48,33817,Riverine
33.865508,-78.802,SC,Horry County,1.34,21.77,33818,Riverine
34.591678,-78.984034,NC,Robeson County,2.78,111.57,33822,Riverine
34.58023,-78.99583,NC,Robeson County,3.18,111.2,33827,Riverine
34.58646,-79.00543,NC,Robeson County,2.45,112.89,33831,Riverine
34.7821111,-79.527557,NC,Scotland County,2,186.22,33833,Riverine
33.849972,-78.894598,SC,Horry County,1.15,19.41,33836,Riverine
34.7522241,-79.5162699,NC,Scotland County,2.1,193.08,33837,Riverine
33.960886,-79.350539,SC,Marion County,1.64,32.03,33838,Riverine
34.775016,-77.920252,NC,Duplin County,5.19,37.51,33841,Riverine
34.780584,-77.911845,NC,Duplin County,4.8,37.67,33842,Riverine
34.78998,-77.913207,NC,Duplin County,7.88,37.96,33843,Riverine
34.7919826,-77.9058173,NC,Duplin County,4.99,37.96,33844,Riverine
34.7763904,-77.8636131,NC,Duplin County,7.02,38.76,33845,Riverine
34.60034,-79.0091,NC,Robeson County,2.6,115.12,33847,Riverine
33.954921,-78.693892,SC,Horry County,1.15,26.89,33848,Riverine
34.60975,-79.01871,NC,Robeson County,1.89,115.65,33850,Riverine
33.9549,-78.715835,SC,Horry County,4.1,25.06,33851,Riverine
33.935907,-78.723161,SC,Horry County,3.04,25.16,33852,Riverine
34.603365,-79.026058,NC,Robeson County,1.77,115.76,33853,Riverine
34.60845,-79.03267,NC,Robeson County,1.08,116.56,33854,Riverine
34.59103,-79.0298,NC,Robeson County,1.51,115.68,33855,Riverine
35.477259,-76.814772,NC,Beaufort County,0,6.6,33856,Riverine
35.477234,-76.814709,NC,Beaufort County,0,6.69,33857,Riverine
33.922096,-78.725671,SC,Horry County,5.2,23.75,33858,Riverine
34.487998,-78.65157,NC,Bladen County,2.12,84.05,33859,Riverine
33.912616,-78.746069,SC,Horry County,0.6,23.29,33860,Riverine
35.2636,-79.35898,NC,Moore County,4.82,283.14,33861,Riverine
35.12307,-78.152134,NC,Duplin County,1.1,125.18,33862,Riverine
35.02268,-79.44272,NC,Scotland County,3.75,260.42,33863,Riverine
33.91012,-78.761199,SC,Horry County,1.88,22.9,33864,Riverine
34.88425,-79.4518,NC,Scotland County,4.65,229.11,33865,Riverine
34.48861,-78.65054,NC,Bladen County,4.31,85.53,33866,Riverine
34.632545,-78.997332,NC,Robeson County,0,132.16,33867,Riverine
35.115397,-77.01821,NC,Craven County,2.6,11.05,33868,Riverine
34.63115,-79.00777,NC,Robeson County,1.25,135.34,33869,Riverine
33.904688,-78.772387,SC,Horry County,2.5,22.31,33870,Riverine
34.49995,-78.93859,NC,Robeson County,0.46,91.14,33872,Riverine
33.917325,-78.807967,SC,Horry County,2.17,21.85,33874,Riverine
34.47662,-78.9695,NC,Robeson County,2.8,87.47,33875,Riverine
34.1912127,-79.1701188,SC,Marion County,5,53.01,33876,Riverine
33.917261,-78.808207,SC,Horry County,1.67,21.79,33877,Riverine
35.151398,-78.146029,NC,Duplin County,0,131.89,33878,Riverine
34.1842753,-79.1721324,SC,Marion County,6.79,52.56,33879,Riverine
34.4439,-78.96172,NC,Robeson County,1.67,84.97,33881,Riverine
35.501851,-77.046354,NC,Beaufort County,0,9.15,33882,Riverine
35.16896,-78.180599,NC,Sampson County,4.5,127.84,33883,Riverine
34.1819791,-79.1722028,SC,Marion County,5.96,52.27,33884,Riverine
33.907697,-78.828066,SC,Horry County,1.1,21.6,33885,Riverine
34.1838745,-79.1815694,SC,Marion County,4.95,51.82,33886,Riverine
34.2083,-79.5438,SC,Marion County,3.45,52.19,33887,Riverine
34.4397,-78.95343,NC,Columbus County,2.8,84.55,33889,Riverine
34.2043,-79.5409,SC,Marion County,1.78,52.21,33890,Riverine
34.1813156,-79.1852055,SC,Marion County,6.1,51.59,33891,Riverine
35.514671,-77.010462,NC,Beaufort County,0,7.99,33892,Riverine
34.1653303,-79.5142539,SC,Marion County,3.36,45.97,33894,Riverine
35.514796,-77.010683,NC,Beaufort County,0,7.97,33895,Riverine
34.3889,-78.97767,NC,Columbus County,2.35,77.64,33896,Riverine
35.122543,-78.093153,NC,Duplin County,5,103.13,33897,Riverine
34.1653303,-79.5142539,SC,Marion County,3.6,45.54,33898,Riverine
34.31789,-79.02452,NC,Columbus County,2.19,68.35,33899,Riverine
34.1282926,-79.4558411,SC,Marion County,1.33,46.27,33900,Riverine
35.08343,-78.090023,NC,Duplin County,4.5,108.75,33901,Riverine
34.1402797,-79.2045845,SC,Horry County,3.32,47.41,33902,Riverine
34.0049027,-79.4578588,SC,Marion County,4.38,36.21,33905,Riverine
33.9936501,-79.4298464,SC,Marion County,4.35,36.4,33907,Riverine
33.9778609,-79.4174486,SC,Marion County,3.85,36.83,33909,Riverine
33.9462142,-79.4401196,SC,Marion County,2.42,37.74,33911,Riverine
35.244442,-76.592008,NC,Pamlico County,0,5.76,33912,Riverine
35.244304,-76.59192,NC,Pamlico County,0,5.69,33913,Riverine
35.048281,-78.029825,NC,Duplin County,7,112.39,33914,Riverine
34.25399,-79.67947,SC,Florence County,0.99,60.07,33915,Riverine
34.244,-79.732,SC,Florence County,2.3,72.2,33916,Riverine
34.243,-79.739,SC,Florence County,4.17,73.83,33917,Riverine
34.244,-79.736,SC,Florence County,2.8,74.39,33918,Riverine
34.31288,-79.03731,NC,Columbus County,3.41,67.27,33919,Riverine
34.967865,-76.806452,NC,Pamlico County,0,9.44,33920,Riverine
34.30723,-79.04385,NC,Columbus County,2.4,66.19,33921,Riverine
34.967378,-76.805997,NC,Pamlico County,0,9.83,33922,Riverine
34.96759,-76.805721,NC,Pamlico County,0,9.26,33923,Riverine
34.4804,-78.87836,NC,Robeson County,0.74,88.74,33924,Riverine
34.967425,-76.805432,NC,Pamlico County,0,9.31,33925,Riverine
34.58229,-78.87364,NC,Robeson County,1.86,100.76,33926,Riverine
35.143927,-76.76648,NC,Pamlico County,0.8,8.12,33927,Riverine
35.25412,-78.11378,NC,Wayne County,9,112.74,33928,Riverine
34.69676,-79.08585,NC,Robeson County,3.75,135.27,33930,Riverine
34.6813,-79.11787,NC,Robeson County,3.82,157.24,33931,Riverine
34.66908,-79.12067,NC,Robeson County,0.33,148.15,33932,Riverine
34.62632,-79.07327,NC,Robeson County,4.69,126.39,33933,Riverine
34.655554,-79.071089,NC,Robeson County,5.38,126.85,33934,Riverine
33.8845942,-79.4098613,SC,Florence County,3.47,29.98,33938,Riverine
34.74724,-79.21343,NC,Robeson County,0.4,189.93,33939,Riverine
34.761531,-76.728029,NC,Carteret County,0,6.62,33940,Riverine
34.78442,-76.862882,NC,Carteret County,4.2,12.32,33941,Riverine
33.847281,-79.2826984,SC,Marion County,0.78,23.43,33942,Riverine
34.58003,-77.89958,NC,Pender County,4.11,25.45,33943,Riverine
34.463087,-78.320845,NC,Bladen County,2.47,25.11,33946,Riverine
34.47459,-78.36846,NC,Bladen County,11.42,33.07,33948,Riverine
34.62144,-78.57993,NC,Bladen County,8.81,46.42,33949,Riverine
33.8481993,-79.2926679,SC,Marion County,0.53,23.28,33950,Riverine
34.32176,-78.11721,NC,Brunswick County,4.41,18.35,33951,Riverine
34.33114,-78.21628,NC,Columbus County,1.15,23.52,33952,Riverine
34.41105,-78.25836,NC,Bladen County,4.74,24.16,33953,Riverine
35.194233,-77.899078,NC,Wayne County,9,126.13,33955,Riverine
35.19062,-77.870766,NC,Wayne County,6.5,118.12,33956,Riverine
35.184431,-77.872024,NC,Wayne County,7.5,108.29,33957,Riverine
33.6873432,-79.3145819,SC,Georgetown County,1.24,19.44,33958,Riverine
35.16883,-77.871664,NC,Wayne County,3,100.22,33959,Riverine
35.152582,-77.851238,NC,Duplin County,10,98.17,33960,Riverine
34.43451,-78.10749,NC,Pender County,4,20.08,33961,Riverine
34.68011,-78.22567,NC,Sampson County,1.18,45.12,33962,Riverine
34.7214,-78.27119,NC,Sampson County,11.32,49.84,33963,Riverine
34.60331,-78.24006,NC,Sampson County,3.64,36.23,33964,Riverine
34.47448,-78.20018,NC,Bladen County,8.5,25.49,33965,Riverine
34.33189,-78.0003,NC,New Hanover County,0.83,13.4,33966,Riverine
34.59641,-77.87727,NC,Pender County,1.98,24.97,33967,Riverine
34.56024,-77.8393,NC,Pender County,6.22,23.58,33968,Riverine
34.33189,-78.0003,NC,New Hanover County,2.82,10.48,33969,Riverine
34.54055,-77.85318,NC,Pender County,3.8,21.61,33970,Riverine
35.406818,-78.368354,NC,Johnston County,5,108.96,33971,Riverine
35.400594,-78.374261,NC,Johnston County,2.5,110.86,33972,Riverine
34.66142,-77.72505,NC,Pender County,3.86,24.75,33973,Riverine
35.404744,-78.384474,NC,Johnston County,5,113.25,33974,Riverine
35.380436,-78.401486,NC,Johnston County,5,116.01,33975,Riverine
34.784784,-76.875653,NC,Carteret County,3.58,13.58,33976,Riverine
34.728649,-76.723177,NC,Carteret County,0.95,6.02,33977,Coastal
34.61327,-77.587056,NC,Onslow County,3.34,40.96,33979,Riverine
34.65467,-77.70977,NC,Pender County,3.12,24.64,33980,Riverine
35.361503,-78.392997,NC,Johnston County,3,129.81,33981,Riverine
34.45224,-77.829580000000007,NC,Pender County,5.29,16.65,33982,Riverine
34.47974,-77.8709,NC,Pender County,4.75,18.15,33983,Riverine
